Linea;Origen;Destino;Solucion 1
Barcelona - Valles;PLAÇA CATALUNYA;BELLATERRA;"Entrada per PELAI - RAMBLA (METRO L3): Accedeixi a l'estació per PELAI - RAMBLA (METRO L3), fent servir l'ascensor, vagi fins VESTÍBUL PLAÇA CATALUNYA, passant per la validadora. Comprovi en els panells d'informació d'on surt el primer comboi d'alguna de les línies S2,S55. Dirigeixis cap a l'andana que correspongui fent servir l'ascensor, situïs a la zona d'embarcament de l'últim cotxe.
 ITINERARI: Accedeixi a qualsevol comboi de les línies S2 o S55(13 parades). Baixi a BELLATERRA. 
 Per sortir per PLAÇA DEL PI: Dirigeixis cap a VESTÍBUL VIA 1 seguint indicador sortida. Surti de l'estació per PLAÇA DEL PI, fent servir l'ascensor i travessant la passera o passadís, passant per la validadora.
 Per sortir per U.A.B.: Dirigeixis cap a VESTÍBUL VIA 1 seguint indicador sortida. Surti de l'estació per U.A.B., fent servir l'ascensor, passant per la validadora."
Barcelona - Valles;GRÀCIA;MIRA-SOL;"Entrada per GALA PLACÍDIA / MARIÀ CUBÍ: Accedeixi a l'estació per GALA PLACÍDIA / MARIÀ CUBÍ, fent servir l'ascensor, vagi fins VESTÍBUL, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a la zona d'embarcament de l'últim cotxe.
 ITINERARI: Accedeixi a qualsevol comboi de les línies S1 o S5(9 parades). Baixi a MIRA-SOL. 
 Per sortir per PLAÇA BAIXADOR: Dirigeixis cap a VESTÍBUL seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per PLAÇA BAIXADOR, passant per la validadora."
Barcelona - Valles;PLAÇA CATALUNYA;SABADELL ESTACIÓ;"Entrada per PELAI - RAMBLA (METRO L3): Accedeixi a l'estació per PELAI - RAMBLA (METRO L3), fent servir l'ascensor, vagi fins VESTÍBUL PLAÇA CATALUNYA, passant per la validadora. Comprovi en els panells d'informació d'on surt el primer comboi de la línia S2. Dirigeixis cap a l'andana que correspongui fent servir l'ascensor, situïs a la zona d'embarcament de l'últim cotxe.
 ITINERARI: Accedeixi a qualsevol comboi de la línia S2(16 parades). Baixi a SABADELL ESTACIÓ. 
 Per sortir per SANT JORDI: Dirigeixis cap a VESTÍBUL (GRAN) seguint indicador sortida, mitjançant rampa. Surti de l'estació per SANT JORDI, mitjançant rampa, passant per la validadora."
Barcelona - Valles;GRÀCIA;HOSPITAL GENERAL;"Entrada per GALA PLACÍDIA / MARIÀ CUBÍ: Accedeixi a l'estació per GALA PLACÍDIA / MARIÀ CUBÍ, fent servir l'ascensor, vagi fins VESTÍBUL, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a la zona d'embarcament de l'últim cotxe.
 ITINERARI: Accedeixi a qualsevol comboi de les línies S1 o S5(10 parades). Baixi a HOSPITAL GENERAL. 
 Per sortir per HOSPITAL GENERAL: Vagi de l'andana de la via 1 fins l'andana de la via 2, fent servir l'ascensor i travessant la passera o passadís. Dirigeixis cap a VESTÍBUL HOSPITAL GENERAL seguint indicador sortida. Surti de l'estació per HOSPITAL GENERAL, passant per la validadora.
 Per sortir per CAMÍ DE CAN ATMETLLER - CENTRE COMERCIAL: Dirigeixis cap a VESTÍBUL CAMÍ DE CAN ATMETLLER - CENTRE COMERCIAL seguint indicador sortida. Surti de l'estació per CAMÍ DE CAN ATMETLLER - CENTRE COMERCIAL, passant per la validadora."
Barcelona - Valles;PLAÇA CATALUNYA;SABADELL RAMBLA;"Entrada per PELAI - RAMBLA (METRO L3): Accedeixi a l'estació per PELAI - RAMBLA (METRO L3), fent servir l'ascensor, vagi fins VESTÍBUL PLAÇA CATALUNYA, passant per la validadora. Comprovi en els panells d'informació d'on surt el primer comboi de la línia S2. Dirigeixis cap a l'andana que correspongui fent servir l'ascensor, situïs a la zona d'embarcament de l'últim cotxe.
 ITINERARI: Accedeixi a qualsevol comboi de la línia S2(7 parades). Baixi a LES PLANES  prement el botó per avisar intercanvi de cotxe. Vagi de l'últim cotxe  fins el primer cotxe. Després de 10 parades més, baixi a SABADELL RAMBLA. 
 Per sortir per Carrer de la República: Dirigeixis cap a VESTÍBUL seguint indicador sortida. Surti de l'estació per Carrer de la República, fent servir l'ascensor, passant per la validadora."
Barcelona - Valles;GRÀCIA;LES FONTS;"Entrada per GALA PLACÍDIA / MARIÀ CUBÍ: Accedeixi a l'estació per GALA PLACÍDIA / MARIÀ CUBÍ, fent servir l'ascensor, vagi fins VESTÍBUL, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a la zona d'embarcament de l'últim cotxe.
 ITINERARI: Accedeixi a qualsevol comboi de la línia S1(12 parades). Baixi a LES FONTS. 
 Per sortir per MOSSÈN PERRAMÓN: Dirigeixis cap a VESTÍBUL MOSSÈN PERRAMÓN seguint indicador sortida, mitjançant rampa. Surti de l'estació per  MOSSÈN PERRAMÓN, passant per la validadora.
 Per sortir per PASSEIG DEL FERROCARRIL: Dirigeixis cap a VESTÍBUL PASSEIG DEL FERROCARRIL seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per PASSEIG DEL FERROCARRIL, passant per la validadora."
Barcelona - Valles;PROVENÇA;PLAÇA CATALUNYA;"Entrada per BALMES-ENRIQUE GRANADOS / BALMES- RAMBLA CATALUNYA: Accedeixi a l'estació per BALMES-ENRIQUE GRANADOS / BALMES- RAMBLA CATALUNYA, fent servir l'ascensor, vagi fins VESTÍBUL PROVENÇA, passant per la validadora. Accedeixi a l'andana de la via 2, fent servir l'ascensor, situïs a la zona d'embarcament del primer cotxe.
 ITINERARI: Accedeixi a qualsevol comboi de les línies L6,L7,S1,S2,S5 o S55(1 parada). Baixi a PLAÇA CATALUNYA. 
 Per sortir per PELAI - RAMBLA (METRO L3): Dirigeixis cap a VESTÍBUL PLAÇA CATALUNYA seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per PELAI - RAMBLA (METRO L3), fent servir l'ascensor, passant per la validadora."
Barcelona - Valles;GRÀCIA;TERRASSA RAMBLA;"Entrada per GALA PLACÍDIA / MARIÀ CUBÍ: Accedeixi a l'estació per GALA PLACÍDIA / MARIÀ CUBÍ, fent servir l'ascensor, vagi fins VESTÍBUL, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a la zona d'embarcament de l'últim cotxe.
 ITINERARI: Accedeixi a qualsevol comboi de la línia S1(13 parades). Baixi a TERRASSA RAMBLA(En dies festius i caps de setmana tant l'embarcament com el desembarcament, es realitza únicament a través de l'andana de via 1.). 
 Per sortir per RAMBLA D'EGARA: Dirigeixis cap a VESTÍBUL seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per RAMBLA D'EGARA, fent servir l'ascensor, passant per la validadora."
Barcelona - Valles;PROVENÇA;PÀDUA;"Entrada per BALMES-ENRIQUE GRANADOS / BALMES- RAMBLA CATALUNYA: Accedeixi a l'estació per BALMES-ENRIQUE GRANADOS / BALMES- RAMBLA CATALUNYA, fent servir l'ascensor, vagi fins VESTÍBUL PROVENÇA, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a la zona d'embarcament del primer cotxe.
 ITINERARI: Accedeixi a qualsevol comboi de la línia L7(3 parades). Baixi a PÀDUA. 
 Per sortir per BALMES - PÀDUA: Dirigeixis cap a VESTÍBUL BALMES - CORINT seguint indicador sortida, fent servir l'ascensor. Vagi de VESTÍBUL BALMES - CORINT fins a VESTÍBUL BALMES - PÀDUA, travessant la passera o passadís. Surti de l'estació per BALMES - PÀDUA, fent servir l'ascensor, passant per la validadora."
Barcelona - Valles;GRÀCIA;NACIONS UNIDES;"Entrada per GALA PLACÍDIA / MARIÀ CUBÍ: Accedeixi a l'estació per GALA PLACÍDIA / MARIÀ CUBÍ, fent servir l'ascensor, vagi fins VESTÍBUL, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a la zona d'embarcament de l'últim cotxe.
 ITINERARI: Accedeixi a qualsevol comboi de la línia S1(16 parades). Baixi a NACIONS UNIDES. 
 Per sortir per ACCÉS: Dirigeixis cap a VESTÍBUL seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per ACCÉS, fent servir l'ascensor, passant per la validadora.
 Per sortir per APARCAMENT: Dirigeixis cap a VESTÍBUL seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per APARCAMENT, travessant la passera o passadís, passant per la validadora."
Barcelona - Valles;PROVENÇA;AVINGUDA TIBIDABO;"Entrada per BALMES-ENRIQUE GRANADOS / BALMES- RAMBLA CATALUNYA: Accedeixi a l'estació per BALMES-ENRIQUE GRANADOS / BALMES- RAMBLA CATALUNYA, fent servir l'ascensor, vagi fins VESTÍBUL PROVENÇA, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a la zona d'embarcament de l'últim cotxe.
 ITINERARI: Accedeixi a qualsevol comboi de la línia L7(5 parades). Baixi a AVINGUDA TIBIDABO. 
 Per sortir per PLAÇA KENNEDY: Dirigeixis cap a VESTÍBUL SUPERIOR O -1 seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per PLAÇA KENNEDY, fent servir l'ascensor, passant per la validadora."
Barcelona - Valles;GRÀCIA;BELLATERRA;"Entrada per GALA PLACÍDIA / MARIÀ CUBÍ: Accedeixi a l'estació per GALA PLACÍDIA / MARIÀ CUBÍ, fent servir l'ascensor, vagi fins VESTÍBUL, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a la zona d'embarcament de l'últim cotxe.
 ITINERARI: Accedeixi a qualsevol comboi de les línies S2 o S55(11 parades). Baixi a BELLATERRA. 
 Per sortir per PLAÇA DEL PI: Dirigeixis cap a VESTÍBUL VIA 1 seguint indicador sortida. Surti de l'estació per PLAÇA DEL PI, fent servir l'ascensor i travessant la passera o passadís, passant per la validadora.
 Per sortir per U.A.B.: Dirigeixis cap a VESTÍBUL VIA 1 seguint indicador sortida. Surti de l'estació per U.A.B., fent servir l'ascensor, passant per la validadora."
Barcelona - Valles;PROVENÇA;PEU DEL FUNICULAR;Sense solució
Barcelona - Valles;PLAÇA MOLINA;GRÀCIA;"Entrada per PLAÇA MOLINA - VIA AUGUSTA: Accedeixi a l'estació per PLAÇA MOLINA - VIA AUGUSTA, fent servir l'ascensor, vagi fins VESTÍBUL SANT GERVASI, passant per la validadora. Accedeixi a l'andana de la via 2, situïs a la zona d'embarcament de l'últim cotxe.
 ITINERARI: Accedeixi a qualsevol comboi de la línia L7(1 parada). Baixi a GRÀCIA. 
 Per sortir per GALA PLACÍDIA / MARIÀ CUBÍ: Dirigeixis cap a VESTÍBUL seguint indicador sortida, fent servir l'ascensor i travessant la passera o passadís. Surti de l'estació per GALA PLACÍDIA / MARIÀ CUBÍ, fent servir l'ascensor, passant per la validadora."
Barcelona - Valles;PROVENÇA;LES FONTS;"Entrada per BALMES-ENRIQUE GRANADOS / BALMES- RAMBLA CATALUNYA: Accedeixi a l'estació per BALMES-ENRIQUE GRANADOS / BALMES- RAMBLA CATALUNYA, fent servir l'ascensor, vagi fins VESTÍBUL PROVENÇA, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a la zona d'embarcament de l'últim cotxe.
 ITINERARI: Accedeixi a qualsevol comboi de la línia S1(13 parades). Baixi a LES FONTS. 
 Per sortir per MOSSÈN PERRAMÓN: Dirigeixis cap a VESTÍBUL MOSSÈN PERRAMÓN seguint indicador sortida, mitjançant rampa. Surti de l'estació per  MOSSÈN PERRAMÓN, passant per la validadora.
 Per sortir per PASSEIG DEL FERROCARRIL: Dirigeixis cap a VESTÍBUL PASSEIG DEL FERROCARRIL seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per PASSEIG DEL FERROCARRIL, passant per la validadora."
Barcelona - Valles;PLAÇA MOLINA;AVINGUDA TIBIDABO;"Entrada per PLAÇA MOLINA - VIA AUGUSTA: Accedeixi a l'estació per PLAÇA MOLINA - VIA AUGUSTA, fent servir l'ascensor, vagi fins VESTÍBUL SANT GERVASI, passant per la validadora. Accedeixi a l'andana de la via 2, situïs a la zona d'embarcament de l'últim cotxe.
 ITINERARI: Accedeixi a qualsevol comboi de la línia L7(2 parades). Baixi a PROVENÇA. Dirigeixis cap a VESTÍBUL PROVENÇA seguint indicador sortida, fent servir l'ascensor. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a la zona d'embarcament de l'últim cotxe. Accedeixi a qualsevol comboi de la línia L7(5 parades). Baixi a AVINGUDA TIBIDABO. 
 Per sortir per PLAÇA KENNEDY: Dirigeixis cap a VESTÍBUL SUPERIOR O -1 seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per PLAÇA KENNEDY, fent servir l'ascensor, passant per la validadora."
Barcelona - Valles;PROVENÇA;ESTACIÓ DEL NORD;"Entrada per BALMES-ENRIQUE GRANADOS / BALMES- RAMBLA CATALUNYA: Accedeixi a l'estació per BALMES-ENRIQUE GRANADOS / BALMES- RAMBLA CATALUNYA, fent servir l'ascensor, vagi fins VESTÍBUL PROVENÇA, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a la zona d'embarcament de l'últim cotxe.
 ITINERARI: Accedeixi a qualsevol comboi de la línia S1(16 parades). Baixi a ESTACIÓ DEL NORD. 
 Per sortir per PASSEIG 22 DE JULIOL: Dirigeixis cap a VESTÍBUL seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per PASSEIG 22 DE JULIOL, fent servir l'ascensor, passant per la validadora.
 Per sortir per VESTIBUL RENFE: Dirigeixis cap a VESTÍBUL seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per VESTIBUL RENFE, travessant la passera o passadís, passant per la validadora."
Barcelona - Valles;PLAÇA MOLINA;MUNTANER;"Entrada per PLAÇA MOLINA - VIA AUGUSTA: Accedeixi a l'estació per PLAÇA MOLINA - VIA AUGUSTA, fent servir l'ascensor, vagi fins VESTÍBUL SANT GERVASI, passant per la validadora. Accedeixi a l'andana de la via 2, situïs a la zona d'embarcament de l'últim cotxe.
 ITINERARI: Accedeixi a qualsevol comboi de la línia L7(1 parada). Baixi a GRÀCIA. Dirigeixis cap a VESTÍBUL seguint indicador sortida, fent servir l'ascensor i travessant la passera o passadís. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a la zona d'embarcament de l'últim cotxe. Accedeixi a qualsevol comboi de les línies L6,S5 o S55(2 parades) o S1 o S2(1 parada). Baixi a MUNTANER(L'andana central no està adaptada, només utilitzar l'andana lateral). 
 Per sortir per VIA AUGUSTA - SANTALÓ: Dirigeixis cap a VESTÍBUL SANTALÓ seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per VIA AUGUSTA - SANTALÓ, fent servir l'ascensor, passant per la validadora."
Barcelona - Valles;PROVENÇA;VOLPELLERES;"Entrada per BALMES-ENRIQUE GRANADOS / BALMES- RAMBLA CATALUNYA: Accedeixi a l'estació per BALMES-ENRIQUE GRANADOS / BALMES- RAMBLA CATALUNYA, fent servir l'ascensor, vagi fins VESTÍBUL PROVENÇA, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a la zona d'embarcament del primer cotxe.
 ITINERARI: Accedeixi a qualsevol comboi de les línies S2 o S55(10 parades). Baixi a VOLPELLERES. 
 Per sortir per PLAÇA DE LA VINYA: Vagi de l'andana de la via 1 fins l'andana de la via 2, fent servir l'ascensor i travessant la passera o passadís. Dirigeixis cap a VESTÍBUL PLAÇA DE LA VINYA seguint indicador sortida. Surti de l'estació per PLAÇA DE LA VINYA, mitjançant rampa, passant per la validadora.
 Per sortir per ALFONS D'ARAGÓ: Dirigeixis cap a VESTÍBUL ALFONS D'ARAGÓ seguint indicador sortida. Surti de l'estació per ALFONS D'ARAGÓ, passant per la validadora."
Barcelona - Valles;PLAÇA MOLINA;BAIXADOR DE VALLVIDRERA;"Entrada per PLAÇA MOLINA - VIA AUGUSTA: Accedeixi a l'estació per PLAÇA MOLINA - VIA AUGUSTA, fent servir l'ascensor, vagi fins VESTÍBUL SANT GERVASI, passant per la validadora. Accedeixi a l'andana de la via 2, situïs a la zona d'embarcament de l'últim cotxe.
 ITINERARI: Accedeixi a qualsevol comboi de la línia L7(1 parada). Baixi a GRÀCIA. Dirigeixis cap a VESTÍBUL seguint indicador sortida, fent servir l'ascensor i travessant la passera o passadís. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a la zona d'embarcament de l'últim cotxe. Accedeixi a qualsevol comboi de les línies S1 o S2(4 parades). Baixi a BAIXADOR DE VALLVIDRERA. 
 Per sortir per CARRETERA DE VALLVIDRERA: Dirigeixis cap a VESTÍBUL  seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per CARRETERA DE VALLVIDRERA, mitjançant rampa, passant per la validadora."
Barcelona - Valles;PROVENÇA;UNIVERSITAT AUTÒNOMA;"Entrada per BALMES-ENRIQUE GRANADOS / BALMES- RAMBLA CATALUNYA: Accedeixi a l'estació per BALMES-ENRIQUE GRANADOS / BALMES- RAMBLA CATALUNYA, fent servir l'ascensor, vagi fins VESTÍBUL PROVENÇA, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a la zona d'embarcament de l'últim cotxe.
 ITINERARI: Accedeixi a qualsevol comboi de les línies S2 o S55(13 parades). Baixi a UNIVERSITAT AUTÒNOMA. 
 Per sortir per CAMPUS SUD - PLAÇA CÍVICA: Dirigeixis cap a VESTÍBUL INFERIOR VIA 1 seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per CAMPUS SUD - PLAÇA CÍVICA, mitjançant rampa, passant per la validadora.
 Per sortir per CAMPUS NORD - CIÈNCIES DE L'EDUCACIÓ: Dirigeixis cap a VESTÍBUL INFERIOR VIA 1 seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per CAMPUS NORD - CIÈNCIES DE L'EDUCACIÓ, travessant la passera o passadís, passant per la validadora.
 Per sortir per RECTORAT: Dirigeixis cap a VESTÍBUL INFERIOR VIA 1 seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per RECTORAT, mitjançant rampa i travessant la passera o passadís, passant per la validadora."
Barcelona - Valles;PLAÇA MOLINA;VALLDOREIX;"Entrada per PLAÇA MOLINA - VIA AUGUSTA: Accedeixi a l'estació per PLAÇA MOLINA - VIA AUGUSTA, fent servir l'ascensor, vagi fins VESTÍBUL SANT GERVASI, passant per la validadora. Accedeixi a l'andana de la via 2, situïs a la zona d'embarcament de l'últim cotxe.
 ITINERARI: Accedeixi a qualsevol comboi de la línia L7(1 parada). Baixi a GRÀCIA. Dirigeixis cap a VESTÍBUL seguint indicador sortida, fent servir l'ascensor i travessant la passera o passadís. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a la zona d'embarcament de l'últim cotxe. Accedeixi a qualsevol comboi de les línies S1,S2,S5 o S55(7 parades). Baixi a VALLDOREIX. 
 Per sortir per PLAÇA DE L'ESTACIÓ: Dirigeixis cap a VESTÍBUL PLAÇA DE L'ESTACIÓ (COSTAT VIA 2) seguint indicador sortida, fent servir l'ascensor i travessant la passera o passadís. Surti de l'estació per PLAÇA DE L'ESTACIÓ, passant per la validadora.
 Per sortir per AVINGUDA VILLADELPRAT: Dirigeixis cap a VESTÍBUL VILLADELPRAT (COSTAT VIA 1) seguint indicador sortida. Surti de l'estació per AVINGUDA VILLADELPRAT, mitjançant rampa, passant per la validadora."
Barcelona - Valles;PROVENÇA;SANT QUIRZE;"Entrada per BALMES-ENRIQUE GRANADOS / BALMES- RAMBLA CATALUNYA: Accedeixi a l'estació per BALMES-ENRIQUE GRANADOS / BALMES- RAMBLA CATALUNYA, fent servir l'ascensor, vagi fins VESTÍBUL PROVENÇA, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a la zona d'embarcament de l'últim cotxe.
 ITINERARI: Accedeixi a qualsevol comboi de la línia S2(14 parades). Baixi a SANT QUIRZE. 
 Per sortir per PASSEIG DE LA BÒBILA: Dirigeixis cap a VESTÍBUL VIA 1 seguint indicador sortida, mitjançant rampa. Surti de l'estació per PASSEIG DE LA BÒBILA, mitjançant rampa, passant per la validadora.
 Per sortir per PASSEIG DE LA BÒBILA: Dirigeixis cap a VESTÍBUL VIA 1 seguint indicador sortida, mitjançant rampa. Surti de l'estació per PASSEIG DE LA BÒBILA, mitjançant rampa, passant per la validadora. Surti de l'estació per PLAÇA DE L'ESTACIÓ, mitjançant rampa i travessant la passera o passadís."
Barcelona - Valles;PLAÇA MOLINA;MIRA-SOL;"Entrada per PLAÇA MOLINA - VIA AUGUSTA: Accedeixi a l'estació per PLAÇA MOLINA - VIA AUGUSTA, fent servir l'ascensor, vagi fins VESTÍBUL SANT GERVASI, passant per la validadora. Accedeixi a l'andana de la via 2, situïs a la zona d'embarcament de l'últim cotxe.
 ITINERARI: Accedeixi a qualsevol comboi de la línia L7(1 parada). Baixi a GRÀCIA. Dirigeixis cap a VESTÍBUL seguint indicador sortida, fent servir l'ascensor i travessant la passera o passadís. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a la zona d'embarcament de l'últim cotxe. Accedeixi a qualsevol comboi de les línies S1 o S5(9 parades). Baixi a MIRA-SOL. 
 Per sortir per PLAÇA BAIXADOR: Dirigeixis cap a VESTÍBUL seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per PLAÇA BAIXADOR, passant per la validadora."
